"student","currProb","course","session","priorTutorAction","reward","avgstepTime","avgstepTimePS","stepTimeDeviation","Level","probDiff","RuleTypesCount","PrepCount","SeenWEinLevel","probIndexinLevel","probIndexPSinLevel","RightApp","PrightAppRatio","F1Score","NonPSelements","AppRatio","BlankRatio","ruleScoreMP","ruleScoreDS","ruleScoreSIMP","ruleScoreMT","ruleScoreADD","ruleScoreCONJ","ruleScoreHS","ruleScoreDN","ruleScoreDEM","ruleScoreIMPL","ruleScoreCONTRA","ruleScoreCOM","ruleScoreDIST","cumul_Interaction","cumul_TotalTime","cumul_TotalPSTime","cumul_TotalWETime","cumul_avgstepTime","cumul_avgstepTimeWE","cumul_avgstepTimePS","cumul_difficultProblemCountSolved","cumul_difficultProblemCountWE","cumul_RuleTypesCount","cumul_probIndexinLevel","cumul_InterfaceErrorCount","cumul_RightApp","cumul_PrightAppRatio","cumul_RrightAppRatio","cumul_F1Score","cumul_DirectProofActionCount","cumul_actionCount","cumul_NonPSelements","cumul_AppRatio","cumul_BlankRatio","CurrPro_NumProbRule","CurrPro_avgProbTime","CurrPro_avgProbTimePS","CurrPro_avgProbTimeDeviationPS","CurrPro_avgProbTimeWE","CurrPro_avgProbTimeDeviationWE","CurrPro_medianProbTime"
"0006-F14","4.1.1.0","226-001-BARNES-F14",1,"PS",0,0,0,2,4,1,2,0,0,0,0,0,2,0,0,2,1,1,0,2,1,3,2,2,0,2,1,0,0,3,0,0,3,1,2,0,1,1,0,2,0,0,0,2,0,3,0,2,1,2,2,1,1,0,3,2,0,0
"0006-F14","4.1.2.0","226-001-BARNES-F14",1,"WE",0,0,0,2,4,1,0,0,1,1,1,1,0,0,2,1,2,1,2,0,1,2,2,2,2,0,2,2,2,1,0,0,3,1,2,0,1,1,1,2,1,0,0,2,3,3,0,2,1,0,0,2,2,3,2,2,0,2
"0006-F14","4.1.3.0","226-001-BARNES-F14",1,"PS",-41.6088765603,0,1,2,4,1,3,3,0,2,1,0,3,2,0,2,1,3,0,2,2,3,3,1,0,2,1,0,0,3,2,1,0,1,1,0,1,2,1,3,2,3,0,1,3,0,2,2,1,2,2,2,3,2,2,0,1,1
"0006-F14","5.1.1.0","226-001-BARNES-F14",1,"PS",0,0,0,2,5,1,4,0,0,0,0,1,3,1,0,2,1,0,0,0,2,3,3,1,0,2,1,0,0,3,0,0,3,1,2,0,0,1,0,4,0,0,0,1,3,1,0,2,1,2,2,2,1,0,3,1,0,2
"0006-F14","5.1.2.0","226-001-BARNES-F14",1,"WE",0,1,0,2,5,1,0,0,1,1,1,1,0,0,2,1,2,1,2,0,1,2,2,2,2,0,2,2,2,1,0,0,3,1,2,1,0,1,1,4,1,0,0,1,3,1,0,2,1,0,0,2,1,0,3,1,0,2
"0006-F14","5.1.3.0","226-001-BARNES-F14",1,"PS",11.6883116883,2,1,2,5,1,4,0,0,2,1,0,0,2,0,2,1,0,0,0,2,3,3,1,0,2,2,0,0,3,0,1,0,1,1,1,1,2,1,4,2,0,0,1,3,0,0,2,1,2,2,2,0,1,0,0,1,3
"0006-F14","6.1.1.0","226-001-BARNES-F14",1,"PS",0,2,1,2,6,1,2,0,0,0,0,1,3,1,0,2,1,0,0,0,2,3,1,1,0,2,2,0,0,3,0,0,3,1,1,0,3,1,0,2,0,0,0,1,3,1,0,2,1,2,2,2,1,0,3,1,0,2
"0006-F14","6.1.2.0","226-001-BARNES-F14",1,"WE",0,1,0,2,6,1,0,0,1,1,1,1,0,0,0,1,2,1,2,0,1,2,2,2,2,0,2,2,2,1,0,0,3,1,1,1,3,1,1,2,1,0,0,1,3,1,0,2,1,2,2,2,1,0,1,0,1,2
"0006-F14","6.1.3.0","226-001-BARNES-F14",1,"PS",-22.7697536109,0,1,1,6,1,4,3,0,2,1,0,0,2,0,2,1,0,0,2,1,3,1,2,2,0,2,0,0,3,0,1,0,1,1,1,1,2,1,4,2,3,2,0,3,0,2,2,1,2,2,0,0,1,2,0,1,3
"0008-F14","1.0.1.0","226-001-BARNES-F14",1,"WE",0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,1,2,1,2,0,1,2,2,2,2,0,2,2,2,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0,3,0,0,2,1,1,1,1,0,1,0,2,0,3
"0008-F14","1.0.2.0","226-001-BARNES-F14",1,"PS",0,0,0,1,1,0,2,0,0,1,0,1,2,0,0,2,1,0,0,1,2,0,0,0,0,2,1,0,0,3,0,0,3,2,2,0,0,0,0,2,1,0,0,2,3,3,0,2,1,0,0,1,1,0,1,1,0,2
"0008-F14","1.0.3.0","226-001-BARNES-F14",1,"WE",0,2,0,1,1,0,0,0,1,2,2,1,0,0,2,1,2,1,2,0,1,2,2,2,2,0,2,2,2,1,0,0,3,2,2,0,0,0,0,2,2,0,0,2,3,0,0,2,1,3,3,1,0,1,0,1,0,0
"0008-F14","1.0.4.0","226-001-BARNES-F14",1,"PS",40.7894736842,0,0,1,1,0,2,0,0,3,2,1,2,3,0,2,1,0,0,1,2,0,0,0,0,2,1,0,0,3,0,0,3,2,2,0,0,0,0,2,3,0,0,2,3,3,0,2,1,0,0,1,2,3,1,0,1,0
"0008-F14","2.1.1.0","226-001-BARNES-F14",1,"PS",0,0,0,0,2,1,2,0,0,0,0,0,2,3,0,2,1,3,0,1,2,2,0,0,0,2,1,0,0,3,0,0,3,1,2,0,0,1,0,2,0,0,0,2,0,2,0,2,1,2,2,1,2,3,2,2,0,0
"0008-F14","2.1.2.0","226-001-BARNES-F14",1,"WE",0,1,0,0,2,1,0,0,1,1,1,1,0,0,2,1,2,1,2,0,1,2,2,2,2,0,2,2,2,1,0,0,3,1,2,0,0,1,1,2,1,0,0,2,3,3,0,2,1,0,0,1,2,0,2,2,0,2
"0008-F14","2.1.3.0","226-001-BARNES-F14",1,"PS",26.9416187528,0,0,1,2,1,2,0,0,2,1,1,2,0,0,2,1,3,0,3,2,2,0,0,0,2,1,0,0,3,0,0,3,1,2,0,0,2,1,2,2,0,0,2,3,3,0,2,1,2,2,1,2,3,1,0,1,0
"0008-F14","3.1.1.0","226-001-BARNES-F14",1,"PS",0,0,0,1,3,1,2,3,0,0,0,0,2,3,0,2,1,2,0,2,1,1,0,0,0,2,1,0,0,3,0,0,3,1,2,0,0,1,0,2,0,0,0,2,0,2,0,2,1,2,2,1,0,1,0,1,0,0
"0008-F14","3.1.2.0","226-001-BARNES-F14",1,"WE",0,0,0,1,3,1,0,0,1,1,1,1,0,0,2,1,2,1,2,0,1,2,2,2,2,0,2,2,2,1,0,0,3,2,2,0,0,1,1,2,1,0,0,2,3,3,0,2,1,0,0,2,2,0,2,2,0,2
"0008-F14","3.1.3.0","226-001-BARNES-F14",1,"PS",22.7543444562,1,2,1,3,1,2,3,0,2,1,0,2,3,0,2,1,2,2,2,0,3,2,0,0,2,1,0,0,3,0,0,3,2,0,0,2,2,1,2,2,0,0,2,3,2,0,2,1,0,0,2,2,3,1,0,1,0
"0008-F14","4.1.1.0","226-001-BARNES-F14",1,"PS",0,0,0,1,4,1,2,0,0,0,0,0,2,3,0,2,1,2,3,2,0,3,2,2,0,2,1,0,0,3,0,0,3,1,2,0,0,1,0,2,0,0,0,2,0,2,0,2,1,2,2,1,1,0,3,2,0,0
"0008-F14","4.1.2.0","226-001-BARNES-F14",1,"WE",0,1,0,1,4,1,0,0,1,1,1,1,0,0,2,1,2,1,2,0,1,2,2,2,2,0,2,2,2,1,0,0,3,1,0,0,0,1,1,2,1,0,0,2,3,2,0,2,1,0,0,2,2,3,2,2,0,2
"0008-F14","4.1.3.0","226-001-BARNES-F14",1,"PS",9.5145631068,0,0,1,4,1,2,0,0,2,1,0,0,0,0,2,1,2,3,2,0,3,3,2,0,2,1,0,0,3,0,0,3,1,2,0,0,2,1,2,2,0,0,2,3,3,0,2,1,2,2,2,3,2,2,0,1,1
"0008-F14","5.1.1.0","226-001-BARNES-F14",1,"PS",0,0,0,1,5,1,2,0,0,0,0,1,2,3,0,2,1,2,1,2,0,3,3,1,0,2,1,0,0,3,0,0,3,1,2,0,2,1,0,2,0,0,0,2,3,2,0,2,1,2,2,2,1,0,3,1,0,2
"0008-F14","5.1.2.0","226-001-BARNES-F14",1,"WE",0,1,0,1,5,1,0,0,1,1,1,1,0,0,2,1,2,1,2,0,1,2,2,2,2,0,2,2,2,1,0,0,3,1,0,1,2,1,1,2,1,0,0,2,3,3,0,2,1,3,3,2,1,0,3,1,0,2
"0008-F14","5.1.3.0","226-001-BARNES-F14",1,"PS",0,0,1,1,5,1,3,3,0,2,1,0,2,3,0,2,1,2,1,2,0,2,1,1,0,0,1,0,0,3,0,0,3,1,2,1,1,2,1,3,2,0,0,2,3,2,0,2,1,0,0,2,0,1,0,0,1,3
"0008-F14","6.1.1.0","226-001-BARNES-F14",1,"PS",0,0,0,1,6,1,2,0,0,0,0,1,3,1,0,2,1,2,1,2,0,2,1,1,0,0,1,0,0,3,0,0,3,1,0,0,2,1,0,2,0,0,0,1,3,1,0,2,1,2,2,2,1,0,3,1,0,2
"0008-F14","6.1.2.0","226-001-BARNES-F14",1,"WE",0,0,0,1,6,1,0,0,1,1,1,1,0,0,0,1,2,1,2,0,1,2,2,2,2,0,2,2,2,1,0,0,3,1,0,0,2,1,1,2,1,0,0,1,3,1,0,2,1,2,2,2,1,0,1,0,1,2
"0008-F14","6.1.3.0","226-001-BARNES-F14",1,"PS",0,0,0,1,6,1,3,3,0,2,1,0,2,0,0,2,1,2,1,2,0,2,1,1,2,1,1,0,0,3,0,0,3,1,2,0,0,2,1,3,2,0,0,2,3,0,0,2,1,2,2,0,0,1,2,0,1,3
"0009-F14","1.0.1.0","226-001-BARNES-F14",1,"PS",0,0,1,2,1,0,3,3,0,0,0,0,3,1,0,2,1,0,0,1,2,0,0,0,0,2,1,0,0,3,0,1,0,1,2,0,1,0,0,3,0,0,0,1,0,1,0,2,1,2,2,1,0,1,0,2,0,3
"0009-F14","1.0.2.0","226-001-BARNES-F14",1,"WE",0,1,0,2,1,0,0,0,1,1,1,1,1,0,2,0,3,1,2,0,1,2,2,2,2,0,2,2,2,1,0,1,0,2,2,1,1,0,0,3,1,3,0,1,3,1,0,2,1,2,2,1,1,0,1,1,0,2
"0009-F14","1.0.3.0","226-001-BARNES-F14",1,"PS",0,0,1,1,1,0,3,1,0,2,1,0,3,2,2,2,1,0,0,3,2,0,0,0,0,2,1,0,0,3,2,3,1,2,2,1,1,0,0,3,2,1,2,1,0,1,2,0,3,2,2,1,0,1,0,1,0,0
"0009-F14","1.0.4.0","226-001-BARNES-F14",2,"PS",-49.3421052632,1,2,1,1,0,3,0,0,3,3,1,3,2,0,2,1,0,0,0,2,2,0,0,0,2,1,0,0,3,2,3,1,2,2,1,1,0,0,3,3,1,2,1,0,1,2,0,3,2,2,1,2,3,1,0,1,0
"0009-F14","2.1.1.0","226-001-BARNES-F14",2,"WE",0,0,0,1,2,1,0,0,1,0,0,1,1,0,2,1,2,1,2,0,1,2,2,2,2,0,2,2,2,1,0,0,3,2,2,0,0,0,1,0,0,0,0,3,3,0,0,2,1,1,1,1,2,3,2,2,0,0
"0009-F14","2.1.2.0","226-001-BARNES-F14",2,"WE",0,1,0,1,2,1,0,0,1,1,0,1,0,0,2,1,2,1,2,0,1,2,2,2,2,0,2,2,2,1,0,0,3,2,0,1,0,0,2,0,1,0,0,3,3,0,0,2,1,1,1,1,2,0,2,2,0,2
"0009-F14","2.1.3.0","226-001-BARNES-F14",2,"PS",117.0731977,1,2,1,2,1,3,0,0,2,0,0,0,0,0,2,1,0,0,2,2,2,0,0,0,2,2,0,0,3,0,0,3,2,0,1,2,1,2,3,2,0,0,0,3,0,0,2,1,0,0,1,2,3,1,0,1,0
"0009-F14","3.1.1.0","226-001-BARNES-F14",2,"WE",0,1,0,1,3,1,0,0,1,0,0,1,0,0,2,1,2,1,2,0,1,2,2,2,2,0,2,2,2,1,0,0,3,1,0,1,0,0,1,0,0,0,0,0,3,0,0,2,1,1,1,1,0,1,0,1,0,0
"0009-F14","3.1.2.0","226-001-BARNES-F14",2,"WE",0,1,0,1,3,1,0,0,1,1,0,1,0,0,2,1,2,1,2,0,1,2,2,2,2,0,2,2,2,1,0,0,3,1,0,1,0,0,2,0,1,0,0,0,3,0,0,2,3,1,1,2,2,0,2,2,0,2
"0009-F14","3.1.3.0","226-001-BARNES-F14",2,"PS",-102.48837399,1,2,1,3,1,3,3,0,2,0,0,2,3,0,2,1,1,0,2,1,1,2,0,0,2,1,0,0,3,0,0,3,1,0,1,2,1,2,3,2,0,0,2,3,3,0,2,3,0,0,2,2,3,1,0,1,0
"0009-F14","4.1.1.0","226-001-BARNES-F14",2,"PS",0,1,2,0,4,1,3,0,0,0,0,0,3,2,0,2,1,0,0,2,1,1,2,0,0,2,1,0,0,3,0,0,3,1,0,0,2,1,0,3,0,0,0,1,0,0,0,2,1,2,2,1,1,0,3,2,0,0
"0009-F14","4.1.2.0","226-001-BARNES-F14",2,"WE",0,1,0,0,4,1,0,0,1,1,1,1,0,0,2,1,2,1,2,0,1,2,2,2,2,0,2,2,2,1,0,0,3,1,0,1,2,1,1,3,1,0,0,1,3,0,0,2,1,2,2,2,2,3,2,2,0,2
"0009-F14","4.1.3.0","226-001-BARNES-F14",3,"PS",36.3644244105,1,2,0,4,1,3,0,0,2,1,0,3,2,0,2,1,0,0,2,1,1,2,1,0,2,1,0,0,3,2,1,0,1,0,1,2,2,1,3,2,3,2,1,0,0,2,0,1,2,2,2,3,2,2,0,1,1
"0009-F14","5.1.1.0","226-001-BARNES-F14",3,"PS",0,1,0,0,5,1,2,0,0,0,0,1,0,2,0,2,1,0,0,2,2,1,2,1,2,2,2,0,0,3,0,0,3,1,0,0,2,1,0,2,0,0,0,0,0,0,0,2,1,2,2,2,1,0,3,1,0,2
"0009-F14","5.1.2.0","226-001-BARNES-F14",3,"WE",0,1,0,0,5,1,0,0,1,1,1,1,0,0,2,1,2,1,2,0,1,2,2,2,2,0,2,2,2,1,0,0,3,1,0,1,2,1,1,2,1,0,0,0,3,0,0,2,1,0,0,2,1,0,3,1,0,2
"0009-F14","5.1.3.0","226-001-BARNES-F14",3,"PS",16.8617566644,1,2,0,5,1,2,0,0,2,1,0,0,0,0,2,1,1,0,2,2,1,2,1,3,0,3,0,0,3,0,0,3,1,0,1,2,2,1,2,2,0,0,0,3,0,0,2,1,2,2,2,0,1,0,0,1,3
"0009-F14","6.1.1.0","226-001-BARNES-F14",3,"WE",0,1,0,0,6,1,0,0,1,0,0,1,0,0,2,1,2,1,2,0,1,2,2,2,2,0,2,2,2,1,0,0,3,1,0,1,0,0,1,0,0,0,0,0,3,0,0,2,1,1,1,2,1,0,3,1,0,2
"0009-F14","6.1.2.0","226-001-BARNES-F14",3,"WE",0,1,0,0,6,1,0,0,1,1,0,1,0,0,0,1,2,1,2,0,1,2,2,2,2,0,2,2,2,1,0,0,3,1,0,1,0,0,2,0,1,0,0,0,3,0,0,2,1,1,1,2,1,0,1,0,1,2
"0009-F14","6.1.3.0","226-001-BARNES-F14",3,"PS",-51.3660957832,1,2,0,6,1,3,3,0,2,0,0,0,0,0,2,1,1,0,2,2,1,3,2,1,0,0,0,0,3,0,0,3,1,0,1,2,1,2,3,2,0,2,0,0,0,0,2,1,2,2,0,0,1,2,0,1,3
"000b-F14","1.0.1.0","226-001-BARNES-F14",1,"WE",0,0,0,1,1,0,2,3,1,0,0,1,3,2,0,2,1,0,0,1,2,0,0,0,0,2,1,0,0,3,0,0,3,1,2,2,0,0,0,2,0,3,0,1,0,0,0,2,1,2,2,1,0,1,0,2,0,3
"000b-F14","1.0.2.0","226-001-BARNES-F14",2,"WE",0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,3,0,1,2,0,1,2,2,2,2,0,2,2,2,1,0,0,3,2,2,2,0,0,0,2,1,3,0,1,3,1,0,2,1,0,0,1,1,0,1,1,0,2
"000b-F14","1.0.3.0","226-001-BARNES-F14",2,"PS",0,0,0,1,1,0,0,0,1,2,1,1,0,0,2,1,2,1,2,0,1,2,2,2,2,0,2,2,2,1,0,0,3,0,2,0,0,0,0,2,2,3,0,1,3,1,0,2,1,0,0,1,0,1,0,1,0,0
"000b-F14","1.0.4.0","226-001-BARNES-F14",2,"PS",-34.8684210526,0,0,1,1,0,2,0,0,3,1,1,0,0,0,2,1,0,0,3,2,0,0,0,0,2,1,0,0,3,0,1,0,0,2,0,0,0,0,2,3,3,0,0,3,0,0,2,1,0,0,1,2,3,1,0,1,0
"000b-F14","2.1.1.0","226-001-BARNES-F14",2,"WE",0,0,0,1,2,1,0,0,1,0,0,1,0,0,2,1,2,1,2,0,1,2,2,2,2,0,2,2,2,1,0,0,3,2,2,0,0,0,1,0,0,0,0,0,3,0,0,2,1,1,1,1,2,3,2,2,0,0
"000b-F14","2.1.2.0","226-001-BARNES-F14",2,"WE",0,1,0,1,2,1,0,0,1,1,0,1,0,0,2,1,2,1,2,0,1,2,2,2,2,0,2,2,2,1,0,0,3,2,2,0,0,0,2,0,1,0,0,0,3,0,0,2,1,1,1,1,2,0,2,2,0,2
"000b-F14","2.1.3.0","226-001-BARNES-F14",2,"PS",-9.16519239275,0,0,1,2,1,3,3,0,2,0,0,0,2,0,2,1,0,0,3,2,0,0,0,0,2,1,0,0,3,0,0,3,2,2,0,0,1,2,3,2,0,0,0,3,0,0,2,1,0,0,1,2,3,1,0,1,0
"000b-F14","3.-1.1.0","226-001-BARNES-F14",2,"WE",0,0,0,1,3,-1,0,0,1,0,0,1,0,0,2,1,2,1,2,0,1,2,2,2,2,0,2,2,2,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,3,0,0,2,1,1,1,1,2,3,2,0,0,0
"000b-F14","3.-1.2.0","226-001-BARNES-F14",2,"PS",0,0,0,1,3,-1,3,3,0,1,0,0,3,2,0,2,1,0,0,2,2,0,0,0,0,2,1,0,0,3,0,0,3,1,2,0,1,0,0,3,1,0,0,1,3,0,0,2,1,2,2,1,2,3,2,0,1,2
"000b-F14","3.-1.3.0","226-001-BARNES-F14",2,"PS",0,1,2,1,3,-1,4,0,0,2,2,0,2,3,0,2,1,0,0,2,1,0,0,0,0,2,1,0,0,3,0,1,0,1,2,0,0,0,0,4,2,0,0,0,0,0,0,2,1,2,2,1,1,0,1,0,1,2
"000b-F14","3.-1.4.0","226-001-BARNES-F14",2,"PS",2.7149321267,1,2,1,3,-1,2,0,0,3,3,1,0,0,0,2,1,0,0,2,1,0,2,0,0,2,1,0,0,3,0,1,0,1,2,0,0,0,0,4,3,0,2,0,0,3,0,2,1,2,2,1,1,0,1,0,1,2
"000b-F14","4.1.1.0","226-001-BARNES-F14",2,"PS",0,0,0,1,4,1,2,0,0,0,0,0,2,3,0,2,1,0,2,2,0,0,2,0,0,2,1,0,0,3,0,0,3,1,2,0,0,1,0,2,0,0,0,2,0,2,0,2,1,2,2,1,1,0,3,2,0,0
"000b-F14","4.1.2.0","226-001-BARNES-F14",2,"WE",0,0,0,1,4,1,0,0,1,1,1,1,0,0,2,1,2,1,2,0,1,2,2,2,2,0,2,2,2,1,0,0,3,2,2,0,0,1,1,2,1,0,0,2,3,2,0,2,1,0,0,2,2,3,2,2,0,2
"000b-F14","4.1.3.0","226-001-BARNES-F14",2,"PS",62.5686813187,2,1,1,4,1,2,0,0,2,1,0,0,0,0,2,1,1,2,2,0,0,3,2,0,2,1,0,0,3,0,1,0,2,1,0,1,2,1,2,2,3,2,2,0,3,0,2,1,2,2,2,3,2,2,0,1,1
"000b-F14","5.1.1.0","226-001-BARNES-F14",2,"PS",0,0,1,2,5,1,4,0,0,0,0,0,3,2,2,2,1,0,3,2,2,2,3,2,0,2,0,0,0,3,0,1,0,1,1,0,1,1,0,4,0,0,2,1,1,0,2,0,1,2,2,2,1,0,3,1,0,2
"000b-F14","5.1.2.0","226-001-BARNES-F14",2,"WE",0,1,0,2,5,1,0,0,1,1,1,1,0,0,2,1,2,1,2,0,1,2,2,2,2,0,2,2,2,1,2,1,0,1,1,0,1,1,1,4,1,0,2,1,0,0,2,0,3,2,2,2,1,0,3,1,0,2
"000b-F14","5.1.3.0","226-001-BARNES-F14",2,"PS",40.2811004785,0,0,1,5,1,3,0,0,2,1,0,0,2,0,2,1,0,3,2,1,2,3,1,0,1,0,0,0,3,2,1,1,1,2,0,1,2,1,4,2,0,2,1,0,0,2,0,3,2,2,2,0,1,0,0,1,3
"000b-F14","6.1.1.0","226-001-BARNES-F14",2,"PS",0,0,1,2,6,1,2,0,0,0,0,1,3,1,0,2,1,0,3,2,1,2,1,1,0,1,0,0,0,3,0,0,0,1,1,0,1,1,0,2,0,0,0,3,3,1,0,2,1,2,2,2,1,0,3,1,0,2
"000b-F14","6.1.2.0","226-001-BARNES-F14",2,"WE",0,2,0,2,6,1,0,0,1,1,1,1,0,0,0,1,2,1,2,0,1,2,2,2,2,0,2,2,2,1,0,1,0,2,1,2,1,1,1,2,1,0,0,3,3,1,0,2,1,2,2,2,1,0,1,0,1,2
"000b-F14","6.1.3.0","226-001-BARNES-F14",2,"PS",10.2446004561,0,0,1,6,1,3,3,0,2,1,0,2,3,0,2,1,1,1,2,1,2,1,1,2,1,0,0,0,3,0,1,0,2,2,2,1,2,1,3,2,0,2,0,3,0,0,2,1,2,2,0,0,1,2,0,1,3
"000c-F14","1.0.1.0","226-001-BARNES-F14",1,"WE",0,0,0,1,1,0,0,0,1,0,0,1,0,0,2,1,2,1,2,0,1,2,2,2,2,0,2,2,2,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0,3,0,0,2,1,1,1,1,0,1,0,2,0,3
"000c-F14","1.0.2.0","226-001-BARNES-F14",1,"WE",0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,2,1,2,0,1,2,2,2,2,0,2,2,2,1,0,0,3,2,2,0,0,0,0,0,1,0,0,0,3,0,0,2,1,1,1,1,1,0,1,1,0,2
"000c-F14","1.0.3.0","226-001-BARNES-F14",1,"PS",0,0,0,1,1,0,3,0,0,2,0,1,3,2,2,0,3,0,0,1,2,0,0,0,0,2,1,0,0,0,0,0,3,2,2,0,0,0,0,3,2,0,0,1,3,0,0,2,3,3,3,1,0,1,0,1,0,0
"000c-F14","1.0.4.0","226-001-BARNES-F14",2,"PS",0,0,0,2,1,0,0,0,0,3,0,1,0,0,0,1,2,1,2,0,1,2,2,2,2,0,2,2,2,1,0,0,3,2,2,0,0,0,0,3,3,0,0,1,3,1,0,2,3,3,3,1,2,3,1,0,1,0
"000c-F14","1.0.3.0","226-001-BARNES-F14",2,"PS",0,2,1,2,1,0,2,3,0,4,0,0,2,3,2,0,3,0,0,1,2,0,0,0,0,2,1,0,0,0,0,1,0,2,2,0,1,0,0,4,4,0,0,0,3,0,0,2,0,3,3,1,0,1,0,1,0,0
"000c-F14","1.0.4.0","226-001-BARNES-F14",2,"PS",40.7894736842,0,0,0,1,0,3,0,0,3,3,0,2,3,2,0,3,3,0,1,2,0,0,0,0,2,1,0,0,0,2,1,0,2,2,0,1,0,0,4,3,3,2,2,3,3,2,2,0,3,3,1,2,3,1,0,1,0
"000c-F14","2.1.1.0","226-001-BARNES-F14",3,"WE",0,0,0,0,2,1,0,0,1,0,0,1,1,0,2,3,0,1,2,0,1,2,2,2,2,0,2,2,2,1,0,0,3,2,2,0,0,0,1,0,0,0,0,3,3,0,0,2,1,1,1,1,2,3,2,2,0,0
